longitude,latitude,journey
13.158128938552695,55.37215539818492,8707186239
13.162770556793769,55.36638962075042,8707186239
13.820769585313766,55.42590588247278,8623993070
13.766695789034188,56.16050724439882,9307090042
12.999972829914874,55.6096375916258,8000087071
13.001855287623771,55.6152789274613,8000087071
13.185634984259448,55.705975853566116,8121680000
13.159361725220515,55.36731145926639,8707186239
13.003280132251849,55.61255256871849,8000087071
13.186596414509426,55.70818707401607,8121680000
13.186609050525332,55.70246657630408,8121680000
12.694549168261025,56.04400244646501,8324181216
13.825861623717476,55.42495400341536,8623993070
12.994611121298867,55.61422447997838,8000087071
13.189148220644094,55.71378191417156,8121680000
13.82592907451042,55.43501772682243,8623993070
13.829756850774512,55.42757277695539,8623993070
13.762267000729663,56.15730576625823,9307090042
14.154302774089112,56.027999866010006,9004283241
14.15280719460293,56.0337912927843,9004283241
13.186707225009398,55.70472968125207,8121680000
12.999107325986571,55.61545828030955,8000087071
13.765356930076013,56.158031067731116,9307090042
13.159907934249349,55.37162888310371,8707186239
13.000483898454855,55.60429387050914,8000087071
13.820156182474772,55.43025963602304,8623993070
14.153200781874272,56.03664700412921,9004283241
13.76393590072351,56.16012567098565,9307090042
12.999733839540234,55.60864663437211,8000087071
13.185550100038911,55.70480212062961,8121680000
12.694606012198806,56.04255797678729,8324181216
13.154533306297038,55.36768110090242,8707186239
13.819715966843267,55.42910001361706,8623993070
13.160602515461118,55.36514330616618,8707186239
13.763148129945176,56.159737982058324,9307090042
13.154539707003748,55.37050301203456,8707186239
12.697628851000848,56.04697621587085,8324181216
12.998118302622721,55.6033893013675,8000087071
13.761914148787286,56.15287899826691,9307090042
14.149532820606511,56.035570167622225,9004283241
12.999283440249508,55.608187117401215,8000087071
13.187314506712056,55.70451841670086,8121680000
13.821832360210418,55.42708160804208,8623993070
12.694751744418983,56.04331043030418,8324181216
13.824240852623847,55.426532383452255,8623993070
13.159085838671784,55.37153017716997,8707186239
13.189978165805616,55.70338794125266,8121680000
13.18727716487927,55.705625499432365,8121680000
12.998979706209404,55.6079378225766,8000087071
13.760690237246205,56.16360870383563,9307090042
13.18056461265951,55.70256627546868,8121680000
14.151613452805002,56.03154127356034,9004283241
12.999277271663745,55.61444570036237,8000087071
13.75794317851572,56.15867948198043,9307090042
13.189534418284554,55.70970453906857,8121680000
12.694835180709445,56.05130717155478,8324181216
12.697842400886413,56.044356316725384,8324181216
12.997799089034565,55.60904203059154,8000087071
13.163346642525983,55.37898621033453,8707186239
13.005200493018869,55.60965083892597,8000087071
14.158303633313976,56.03114125946541,9004283241
12.694379850645525,56.04037208075211,8324181216
13.183795164877226,55.704538486810655,8121680000
13.162951894479544,55.372586024424116,8707186239
14.150158654034808,56.03090303193407,9004283241
13.827136660088792,55.426913113446986,8623993070
14.154559371879284,56.03628284780992,9004283241
13.159042621456466,55.36748884133189,8707186239
14.145396346431427,56.035125414467345,9004283241
12.695448399584148,56.04253889310049,8324181216
13.163979342431574,55.37287997689171,8707186239
13.766972276824964,56.16051205591496,9307090042
13.160693764274669,55.37166194554509,8707186239
13.003268198097148,55.614739124992674,8000087071
12.694116084024945,56.04426032139454,8324181216
14.146317852368329,56.02969245866964,9004283241
13.152517028134884,55.372358001205704,8707186239
13.161015688525708,55.37091272107821,8707186239
14.15147010109318,56.03186830920797,9004283241
13.764015747654804,56.1563487283609,9307090042
13.161927760982444,55.366178398136654,8707186239
12.690344744343465,56.041262994288175,8324181216
13.825592290226831,55.42887933237976,8623993070
12.697192431605925,56.04165467996054,8324181216
13.155209185943484,55.371437100305506,8707186239
13.188975884924364,55.70921555851416,8121680000
13.825105539834215,55.427426659999654,8623993070
13.828469391520688,55.42491955413868,8623993070
13.819350075310126,55.43276134149652,8623993070
13.823036045207616,55.429006311029006,8623993070
13.179661791696544,55.70268506610161,8121680000
13.188972687795177,55.710900244270725,8121680000
13.156685821263965,55.37907719718359,8707186239
14.157493021231177,56.0278743385273,9004283241
14.147321171372615,56.038437650139464,9004283241
12.690215991935501,56.04383396789671,8324181216
13.18871100275928,55.710158102325074,8121680000
13.188719404133346,55.70411228221496,8121680000
12.689862705515216,56.0402503956439,8324181216
14.151671689550119,56.03638201415879,9004283241
13.185675800386644,55.705366948063634,8121680000
13.825373952154301,55.43258333097375,8623993070
14.150183360744975,56.03216859487743,9004283241
12.995171270601391,55.614251710992434,8000087071
14.156489928535983,56.03591753703271,9004283241
12.999431397076947,55.612859428375714,8000087071
13.825063571514887,55.42744199777438,8623993070
13.761060445234168,56.15368255865217,9307090042
13.185875993742972,55.70776461058534,8121680000
13.764084296243595,56.156705835746976,9307090042
13.826535055519411,55.4280830236808,8623993070
12.998083104126813,55.61459272663886,8000087071
14.156203212890494,56.02766434820058,9004283241
13.161281394048064,55.37452839301462,8707186239
13.7645387169541,56.16393086303983,9307090042
13.756440045807107,56.160529293620826,9307090042
13.762060436314886,56.157916845309494,9307090042
13.1846956393225,55.70934352543704,8121680000
12.995861699077409,55.607421394915,8000087071
13.182875562784693,55.70838880415924,8121680000
13.183359568213437,55.709584990938275,8121680000
13.188486374197273,55.713215714488534,8121680000
13.819732057413068,55.43368891877118,8623993070
13.16149524400619,55.37967969856311,8707186239
13.765199158530026,56.160799012983674,9307090042
13.004253116828028,55.614697869049785,8000087071
12.692735654419826,56.04851960114868,8324181216
12.998973546954765,55.60881473876503,8000087071
13.767676379639449,56.15509872386835,9307090042
12.996740984936256,55.6108491528928,8000087071
12.992087260878408,55.610852742165534,8000087071
13.186525592261598,55.70644177682424,8121680000
13.194554763999992,55.706219273642205,8121680000
13.823426269098134,55.425345369827454,8623993070
12.999279146628275,55.608964551570885,8000087071
14.156516446738939,56.03345116647426,9004283241
14.155307119890926,56.02997412490516,9004283241
13.822224220423688,55.42561436246542,8623993070
13.768111901015525,56.162612797024224,9307090042
13.824797594771248,55.42538723176875,8623993070
13.765989157731081,56.15829383111845,9307090042
13.755834568296411,56.15767805389538,9307090042
12.68795709258827,56.04472496351092,8324181216
14.148993963077473,56.034460585285686,9004283241
14.154698431563194,56.02907133845293,9004283241
12.699090416796682,56.04830092187207,8324181216
14.14744344012285,56.02538584188854,9004283241
13.00250831925783,55.61485105330554,8000087071
13.005342612426475,55.61390967929182,8000087071
14.150593134249329,56.03089837267725,9004283241
13.823581368896745,55.431942116476954,8623993070
13.006505089432626,55.61090920328967,8000087071
12.689959861023194,56.04235356639736,8324181216
13.826829575168714,55.429142408859946,8623993070
13.186999677720644,55.706167456195935,8121680000
12.999880322431467,55.61591864998611,8000087071
